snp-dists 0.8.2	NC_009497	227	GCA_018594715	GCA_029989345	GCA_001929505	SRR10958111	243-B21	GCA_009857975	GCA_009850655	GCA_018591955	GCA_018593635	SRR10958115	GCA_018591875	GCA_018593955	GCA_018593495	GCA_018594075	GCA_009851735	SRR10958113	GCA_020423375	GCA_018592115	GCA_018591815	GCA_029536715	SRR10958193	GCA_003354265	240	GCA_009850125	GCA_009849885	GCA_016453825	GB000944	GCA_018592295	GCA_018594215	222A	SRR17119145	234	GCA_018593675	GCA_016452465	GCA_018593735	GCA_018593745	GCA_020422985	GCA_018591855	SRR10958101	GCA_018594415	GCA_009850225	GCA_000219375	GCA_029855505	GCA_018593195	GCA_018592415	GCA_018592085	GCA_009850275	GCA_018594025	GCA_009850905	223	GCA_016452865	GCA_018592055	GCA_016453185	GCA_013423725	228	GCA_016452745	SCOT3	GCA_009850255	GCA_018592555	GCA_018594295	GCA_009850175	SRR10958130	GCA_016453325	245	GCA_018591835	SRR20305655	GCA_018591965	GCA_018591995	GCA_016453045	GCA_029989505	SCOT2	GCA_016452845	SRR20305624	GCA_011996525	GCA_009850405	GCA_009851565	GCA_018592175	SRR12686435	GCA_009849005	GCA_009852155	GCA_018593615	GB18000923	GCA_009156025	230-B21	SRR12673179	GCA_029855745	GCA_009849495	GCA_009850305	GCA_009850365	GCA_009849845	GCA_018592815	GCA_029855765	GCA_009848995	GCA_001930225	GCA_020423725	SRR3954761	SRR3954835	GCA_018592155	SCOT4	GCA_009849055	221	GCA_009851965	SRR12673135	224	241	GB18001319	SCOT1	SRR17119177	GCA_003354305	GCA_000183385	GCA_016453545	GCA_009850185	GCA_018593515	GCA_009850755	GCA_009850065	SRR12674172	GCA_003354425	GCA_018592275	GCA_009851545	226-B21	GCA_009848695	GCA_018593395	GCA_016452505	GCA_018594125	SRR17119126	GCA_029855805	229-B21	GCA_009849465	GCA_009848775	GB17005644	GCA_018593755	GCA_009850675	GCA_009852305	GCA_003354285	GCA_009851715	GCA_018593965	224B21	GCA_029855485	GCA_018593995
GCA_009849495	45422	9347	9385	9201	9368	9204	9407	5268	5850	9340	9030	9306	9338	9370	9339	8930	7486	9352	9367	9367	8994	8983	9311	9195	9350	8917	9097	8062	9353	8992	9336	9382	9378	9226	9363	6630	8967	9441	9380	9046	9346	9426	9001	8937	9045	9035	9398	9013	9174	9435	7631	9317	6641	9102	8035	9324	9327	8082	9383	9308	9274	9311	9046	9352	7827	9407	9308	9196	9398	9398	6982	9357	9383	9390	9153	9046	6068	9363	9400	9414	6030	9043	9003	9350	9199	9345	9405	9203	0	9361	9258	9502	9324	9274	8985	9310	9408	8900	8982	9342	9347	7527	9365	8883	9399	9377	9289	9317	9346	9366	9346	9132	6658	9244	9398	2688	9153	9392	9015	9389	9387	9356	9345	9424	7924	9281	9055	9279	9366	5323	7858	9366	9292	432	9381	9009	7025	9146	9348	9313	9353
GCA_009850305	45530	754	1546	2947	2394	4061	762	7642	6752	1443	2228	1518	1836	1766	1439	3154	5238	1528	892	2002	3132	2950	1522	3091	1551	2520	5508	1250	1543	2993	2392	1578	2276	1478	4820	2715	2429	3784	1257	3318	629	5309	3186	3236	1352	2992	1875	3732	3247	2606	2701	1540	3320	3941	1487	2865	1556	1179	1563	1870	1512	2477	2503	1532	1816	761	1281	2916	3236	3237	2172	1535	1564	818	2901	3620	6889	5120	3131	741	6034	2935	3095	1542	2922	1542	719	3201	9361	0	3820	3631	3134	637	3223	1659	1166	3181	3239	1966	1537	4132	1541	3370	718	1509	576	591	1530	2313	1852	3954	3234	3313	1175	6883	3106	721	3401	2283	2764	1560	2411	3272	1487	3469	3621	3363	1542	8120	4089	1543	1895	9231	2391	1766	4987	1420	1544	1533	1962
GCA_009850365	45513	3896	4222	3418	4431	3779	3916	7562	6956	3897	4781	3733	3896	3912	4282	5075	6453	3777	3904	4406	3394	4845	3743	1851	3794	4959	5224	3702	3794	4997	4559	3829	4518	3764	5000	1777	4811	5146	3845	4857	3916	4861	5124	5190	4168	5155	4384	4571	3287	4352	2746	3786	1100	2321	3409	4255	3809	3492	3810	3729	4292	4426	4910	3775	3665	3915	4042	3367	4501	4696	2749	3783	3811	3985	3363	4782	7225	5707	4498	3915	6646	5288	4929	3791	3388	3777	3897	3481	9258	3820	0	4544	4340	3791	5181	4336	3651	5111	5163	4475	3786	5936	3799	5407	3896	3812	3726	3765	3778	4476	4319	3683	972	4075	4224	6822	2080	3894	5450	4525	4506	3799	4836	4883	3368	5631	4791	675	3788	7992	5531	3801	4300	9128	4321	4422	6258	4181	3786	3778	4265
GCA_009849845	45497	3381	2750	4613	2049	5554	3259	7924	7576	2832	2753	3439	2840	2700	2433	2850	4609	3449	3441	2359	4756	2543	3448	4708	3471	2876	4105	3406	3465	2479	2055	3501	2989	3395	3703	3260	2750	2567	3313	3007	3478	3572	2559	2511	3632	2839	2777	3746	4869	2477	4154	3480	3850	5224	3388	3096	3483	3048	3490	2804	2673	3391	2957	3450	2218	3258	2831	4590	2529	3201	3164	3455	3490	3156	4548	2959	6880	3803	2451	3240	6213	3083	2986	3463	4600	3446	3221	4854	9502	3631	4544	0	3282	3199	2520	3027	3558	2510	2531	2610	3455	3803	3470	2845	3220	3449	3368	3331	3453	2545	2596	5459	3721	2952	2758	7441	4205	3217	2737	2989	2637	3480	2062	3078	3087	3461	2965	4600	3459	8094	4276	3465	2575	9345	2685	3272	5292	2310	3458	3451	2452
GCA_018592815	45627	2972	2600	4520	2764	5309	2876	7856	7398	2675	2919	2868	3179	2255	2742	2560	4754	2875	2978	2330	4413	2524	2877	4462	2888	2809	4569	2972	2894	2585	2752	2926	2460	2847	4176	3491	2690	3633	3391	3068	2840	4190	2618	2614	2991	2962	2513	3579	4605	2882	4022	2890	3620	5004	3246	2522	2902	2790	2916	2923	2715	3228	2589	2872	2636	2875	2455	4500	2619	3279	2986	2884	2916	2744	4478	3275	6754	4330	2612	2862	6227	2906	2555	2892	4509	2887	2842	4504	9324	3134	4340	3282	0	2793	2623	2759	2911	2563	2610	2446	2889	3851	2893	2800	2841	2891	2995	2972	2882	2627	2153	5204	3497	2920	2643	7305	3754	2839	3108	2460	2297	2911	2142	2858	3226	2871	3281	3869	2888	8078	3830	2895	2610	9176	2327	3250	4826	2600	2889	2878	2291
GCA_029855765	45528	529	1247	3523	2469	4225	106	7643	6807	1211	2229	992	1648	1726	1144	3192	5144	1004	527	1981	3677	2965	1000	3100	1035	2713	5539	915	1018	2841	2113	1054	2153	953	4688	2579	2418	3796	601	3371	344	5383	3216	3290	727	2901	1534	4036	3481	2640	3112	1014	3259	3995	1444	2925	1038	712	1036	1409	1509	2237	2413	1002	1519	105	1028	3489	3260	3304	1870	1012	1036	176	3475	3652	6758	5042	3135	84	6117	2942	2900	1016	3500	1017	61	3757	9274	637	3791	3199	2793	0	3301	1588	688	3237	3312	1999	1008	4135	1023	3341	60	987	273	257	1006	1920	1573	4120	3158	3504	797	6860	3309	63	3428	2153	2781	1035	2142	3134	1314	3451	3653	3166	1018	8037	4144	1025	1858	9144	2356	1270	4913	1127	1019	1015	1664
GCA_009848995	45609	3249	2393	4648	1743	5771	3355	8034	7453	2562	1228	3619	2751	1852	2309	773	2854	3630	3487	1728	4622	393	3628	4852	3640	1097	4307	3447	3644	595	1820	3675	2238	3573	5197	3590	972	3225	3762	1697	3407	4491	203	111	3708	1234	2530	2695	4951	2502	4148	3640	4140	5492	3282	2613	3649	3217	3674	2893	2090	3325	1034	3635	2100	3354	2304	4629	1254	2590	3310	3635	3675	3211	4583	1775	7071	5290	1192	3349	6048	849	1175	3642	4637	3637	3329	4721	8985	3223	5181	2520	2623	3301	0	2579	3476	116	130	1946	3641	1667	3643	525	3328	3638	3182	3152	3627	1966	1803	5669	4115	1556	2666	7575	3743	3318	899	2245	1294	3658	1468	3106	3522	3215	1781	5060	3637	8297	2317	3644	1865	8854	1161	2190	4844	2197	3638	3625	2055
GCA_001930225	45422	1641	1339	3010	1520	4425	1653	7454	6927	1657	2019	1691	2177	1595	1470	2780	4650	1703	1834	1422	3331	2567	1699	3529	1722	2455	5296	1929	1718	2333	1858	1749	2111	1653	4711	2975	2197	3229	1964	2443	1743	4899	2537	2599	1969	2459	1467	3301	3296	2225	2853	1715	3561	4219	2202	2648	1737	1765	1740	2214	1272	2203	2425	1702	1755	1652	1619	2982	2470	2900	2314	1711	1740	1533	2962	3028	6638	5014	2366	1622	6091	2331	2767	1715	2990	1717	1606	3410	9310	1659	4336	3027	2759	1588	2579	0	1836	2543	2605	1596	1710	3666	1717	2768	1605	1742	1477	1470	1706	2215	1843	4322	3447	2700	1227	7111	3431	1600	2707	2118	2275	1735	2021	2965	1955	3302	3029	3952	1718	8022	4021	1719	1393	9185	2033	2267	4704	1408	1719	1716	1572
GCA_020423725	45563	1180	1502	2953	2618	4017	752	7395	6779	1493	2597	1222	2046	2106	1614	3372	5304	1234	1057	2267	3304	3141	1231	3029	1265	3012	5586	1190	1249	3020	2388	1284	2333	1184	4659	2778	2786	4020	1255	3294	895	5312	3408	3463	1347	3229	1774	4004	3099	2894	2902	1246	3172	3810	1526	2956	1269	1205	1274	1695	1963	2463	2947	1229	1909	751	1481	2918	3191	2997	1940	1242	1274	770	2918	3757	6769	5156	3060	738	6335	3285	3084	1247	2952	1248	715	3392	9408	1166	3651	3558	2911	688	3476	1836	0	3407	3487	2342	1235	4440	1253	3515	714	1232	878	909	1234	2252	1843	3914	3067	3360	1260	6762	3065	714	3603	2333	2900	1266	2551	3278	1573	3912	3758	3026	1249	8170	4352	1255	2078	9292	2703	1820	5284	1576	1250	1243	1789
SRR3954761	44985	3196	2303	4657	1690	5701	3277	7970	7394	2524	1148	3566	2667	1816	2267	680	2858	3575	3421	1660	4626	317	3575	4798	3585	1033	4202	3383	3589	504	1745	3618	2161	3519	5099	3544	912	3151	3698	1636	3343	4374	123	59	3614	1173	2488	2595	4956	2424	4199	3586	4074	5438	3287	2535	3595	3158	3621	2878	2015	3264	966	3580	2062	3276	2274	4656	1171	2533	3263	3582	3620	3147	4614	1709	7031	5266	1107	3285	5934	798	1137	3588	4642	3581	3265	4725	8900	3181	5111	2510	2563	3237	116	2543	3407	0	61	1865	3586	1639	3588	472	3264	3585	3136	3110	3574	1873	1766	5599	4030	1434	2609	7563	3663	3254	812	2168	1224	3604	1449	3069	3493	3224	1715	4992	3582	8233	2293	3590	1789	8772	1077	2070	4728	2157	3583	3571	2025
SRR3954835	45575	3261	2358	4710	1728	5758	3368	8035	7461	2573	1186	3641	2727	1865	2321	714	2884	3652	3497	1699	4666	341	3650	4868	3662	1061	4247	3436	3666	538	1785	3694	2196	3594	5151	3554	935	3184	3773	1662	3419	4416	145	72	3685	1198	2548	2624	5014	2467	4202	3662	4089	5489	3346	2567	3670	3223	3696	2924	2056	3312	998	3657	2104	3367	2324	4710	1190	2571	3277	3658	3696	3222	4666	1738	7101	5312	1128	3360	6005	808	1164	3664	4699	3659	3340	4764	8982	3239	5163	2531	2610	3312	130	2605	3487	61	0	1912	3662	1664	3665	487	3339	3654	3205	3180	3650	1905	1813	5660	4058	1478	2679	7602	3715	3329	842	2203	1257	3681	1477	3129	3550	3238	1744	5042	3660	8298	2303	3667	1826	8851	1070	2130	4806	2205	3661	3641	2066
GCA_018592155	45591	2085	1159	3721	1254	4755	2068	7658	6951	1660	1374	2415	1856	1433	1091	1974	4307	2427	2087	648	3743	1881	2423	3969	2449	1891	5045	2361	2442	1903	1461	2469	1510	2397	5042	3123	1487	2862	2569	1645	2029	4552	1935	1913	2378	2242	1561	2878	3952	1715	3405	2438	3645	4553	2314	2643	2459	2159	2470	2041	744	2800	1666	2432	1596	2067	1356	3695	2029	2591	2760	2431	2471	1939	3678	2093	6892	5126	1987	2054	6050	2002	2122	2440	3699	2435	2031	3829	9342	1966	4475	2610	2446	1999	1946	1596	2342	1865	1912	0	2437	3090	2445	2188	2030	2427	1929	1922	2429	2031	1930	4650	3600	2216	1295	7216	3148	2027	2363	1517	1792	2458	1478	2874	2543	2855	2093	4229	2435	8035	3347	2446	1165	9200	1533	2377	4447	998	2436	2435	1471
SCOT4	45422	1305	1702	3054	2617	4219	1072	7573	6894	1663	2986	34	2307	2174	1940	3763	5322	22	1228	2313	3329	3312	42	3151	53	3226	5326	1389	36	3321	2511	72	2448	39	4569	2576	3092	3810	1556	3164	1197	5309	3566	3621	1661	3326	1664	3696	3014	2839	2809	51	3196	3819	1973	3054	56	1397	61	2105	2029	2531	3132	21	1971	1071	1938	2998	3153	3083	1493	29	62	1104	2987	3841	6502	5138	3124	1050	6187	2965	3108	35	3008	35	1027	3419	9347	1537	3786	3455	2889	1008	3641	1710	1235	3586	3662	2437	0	4515	41	3626	1026	74	1152	1175	15	2585	1943	4121	3096	3958	1584	6804	3335	1029	3628	2448	3100	53	2478	3267	1694	3879	3846	3339	35	8086	4651	45	2143	9244	2803	2183	4772	1894	36	35	2018
GCA_009849055	45667	4200	3488	5803	2979	6429	4247	7857	7402	3597	2408	4494	3736	3118	3366	2166	3245	4505	4215	2969	5649	1935	4504	5757	4514	2425	5336	4151	4509	2096	3137	4538	3292	4438	5867	4169	2102	4476	4632	2887	4291	5441	1722	1644	4474	2250	3417	3729	5914	3650	4871	4514	4604	6080	4121	3825	4510	3896	4544	3801	3209	4108	2276	4510	2956	4246	3482	5786	2648	3736	3864	4513	4544	4109	5743	3007	7162	6028	2584	4240	6387	1954	2353	4508	5795	4512	4220	5805	7527	4132	5936	3803	3851	4135	1667	3666	4440	1639	1664	3090	4515	0	4517	1703	4219	4513	4120	4089	4502	3244	3110	6326	4591	2941	3589	6074	4816	4209	1936	3299	2716	4525	2917	4035	4239	4293	3013	5745	4513	7630	3194	4516	3074	7378	2415	3299	5843	3258	4514	4487	3184
221	45487	1310	1706	3074	2621	4244	1088	7593	6916	1667	2998	46	2319	2178	1949	3765	5336	27	1242	2317	3347	3314	48	3158	32	3231	5349	1402	19	3327	2525	55	2456	17	4600	2622	3096	3826	1581	3167	1203	5321	3569	3623	1676	3329	1671	3710	3035	2843	2824	34	3222	3844	1982	3055	36	1411	73	2119	2032	2559	3135	32	1988	1087	1943	3018	3154	3088	1530	35	73	1119	3007	3842	6512	5164	3126	1065	6202	2967	3110	30	3027	28	1042	3439	9365	1541	3799	3470	2893	1023	3643	1717	1253	3588	3665	2445	41	4517	0	3628	1041	88	1164	1190	35	2589	1946	4147	3113	3960	1592	6814	3337	1044	3629	2456	3105	37	2483	3276	1728	3897	3848	3351	29	8115	4653	21	2151	9263	2806	2193	4776	1902	30	46	2026
GCA_009851965	45655	3368	2557	5016	2100	5873	3400	7770	7202	2848	1503	3605	2943	2227	2544	1119	2936	3616	3468	2093	4970	738	3615	5063	3624	1381	4487	3481	3629	898	2187	3657	2538	3557	5271	3736	1324	3578	3806	1907	3441	4675	546	468	3762	1361	2593	2968	5208	2862	4393	3625	4267	5623	3531	2956	3636	3246	3661	3017	2368	3404	1302	3621	2314	3400	2487	5002	1583	2794	3346	3622	3661	3263	4957	2048	6886	5383	1524	3394	5958	968	1329	3628	5010	3622	3374	5083	8883	3370	5407	2845	2800	3341	525	2768	3515	472	487	2188	3626	1703	3628	0	3373	3624	3332	3308	3613	2078	1976	5773	4235	1887	2757	7472	3951	3363	1099	2545	1663	3645	1715	3110	3647	3482	2053	5166	3623	8204	2519	3631	2187	8750	1463	2302	4953	2442	3624	3611	2324
SRR12673135	45614	547	1265	3612	2484	4292	124	7775	6943	1294	2253	1010	1664	1752	1169	3213	5170	1022	543	2007	3762	2991	1017	3215	1053	2800	5595	946	1036	2867	2137	1072	2228	971	4739	2644	2442	3834	620	3395	360	5462	3242	3317	765	2930	1550	4121	3505	2679	3187	1033	3319	4093	1472	2999	1056	698	1054	1439	1535	2269	2437	1021	1547	123	1052	3579	3286	3326	1904	1029	1054	194	3566	3677	6887	5075	3161	24	6153	2969	2928	1035	3589	1035	1	3845	9399	718	3896	3220	2841	60	3328	1605	714	3264	3339	2030	1026	4219	1041	3373	0	1005	292	277	1024	1945	1599	4186	3213	3619	813	6980	3400	5	3454	2228	2805	1054	2169	3175	1331	3474	3678	3269	1036	8165	4250	1044	1884	9268	2383	1295	4962	1151	1038	1033	1691
224	45421	1284	1688	3103	2609	4247	1052	7592	6921	1656	2989	82	2300	2166	1932	3759	5344	69	1209	2292	3377	3308	90	3176	100	3224	5353	1363	83	3326	2501	120	2441	86	4581	2593	3082	3829	1537	3166	1177	5301	3565	3618	1640	3324	1642	3704	3065	2831	2851	98	3218	3834	1966	3060	98	1373	109	2087	2024	2551	3127	68	1964	1051	1917	3046	3152	3079	1523	77	109	1097	3037	3845	6519	5150	3124	1029	6215	2961	3106	82	3057	82	1006	3469	9377	1509	3812	3449	2891	987	3638	1742	1232	3585	3654	2427	74	4513	88	3624	1005	0	1133	1153	71	2579	1930	4154	3120	3946	1576	6835	3360	1008	3624	2441	3099	101	2466	3243	1660	3886	3851	3366	83	8125	4673	93	2134	9275	2791	2174	4769	1885	82	82	2011
241	45205	475	1399	3320	2364	4152	340	7654	6816	1385	2178	1136	1560	1654	1365	3147	5143	1149	713	1880	3466	2858	1144	2975	1177	2616	5466	1096	1159	2741	2112	1188	2183	1092	4581	2573	2355	3709	830	3266	547	5285	3114	3209	949	2808	1703	3928	3274	2551	2928	1156	3230	3878	1399	2835	1179	875	1180	1596	1421	2153	2362	1148	1605	339	1193	3276	3151	3250	1950	1156	1180	395	3259	3550	6953	5000	3026	316	5997	2834	3067	1160	3304	1158	293	3533	9289	576	3726	3368	2995	273	3182	1477	878	3136	3205	1929	1152	4120	1164	3332	292	1133	0	55	1151	2026	1730	4048	3128	3406	1027	6874	3154	295	3339	2190	2675	1177	2310	3294	1258	3374	3551	3257	1159	8055	4112	1167	1749	9159	2258	1378	4788	1341	1161	1154	1840
GB18001319	45576	438	1369	3343	2335	4179	324	7702	6845	1355	2149	1158	1541	1621	1361	3126	5134	1171	721	1873	3500	2858	1166	3001	1203	2610	5465	1070	1185	2735	2076	1216	2164	1118	4618	2582	2324	3706	819	3255	562	5313	3083	3178	939	2777	1695	3947	3309	2524	2960	1182	3253	3895	1394	2812	1203	855	1201	1582	1415	2140	2331	1170	1582	323	1187	3312	3125	3273	1977	1177	1202	377	3295	3538	6960	5016	3000	301	6026	2810	3041	1184	3320	1184	278	3582	9317	591	3765	3331	2972	257	3152	1470	909	3110	3180	1922	1175	4089	1190	3308	277	1153	55	0	1172	2019	1699	4075	3150	3432	1015	6884	3180	280	3309	2170	2670	1202	2302	3287	1272	3358	3539	3297	1184	8090	4114	1192	1724	9186	2251	1367	4826	1344	1186	1183	1830
SCOT1	45466	1298	1690	3052	2609	4221	1071	7565	6895	1656	2984	29	2303	2166	1938	3749	5314	16	1226	2305	3328	3300	37	3142	47	3214	5331	1389	30	3319	2508	67	2445	33	4582	2573	3078	3814	1563	3155	1192	5304	3554	3607	1659	3313	1660	3698	3015	2831	2811	45	3191	3829	1972	3046	51	1395	56	2104	2020	2542	3118	15	1967	1070	1932	2996	3139	3077	1490	24	56	1102	2987	3834	6490	5150	3110	1048	6186	2952	3095	29	3006	29	1025	3419	9346	1530	3778	3453	2882	1006	3627	1706	1234	3574	3650	2429	15	4502	35	3613	1024	71	1151	1172	0	2580	1930	4125	3095	3944	1582	6802	3322	1027	3613	2445	3087	48	2466	3258	1690	3885	3840	3332	30	8096	4637	40	2139	9243	2791	2178	4760	1891	31	29	2015
SRR17119177	45494	2203	1858	4315	2141	5055	1978	7766	7250	2407	1894	2565	2669	1776	1623	2170	4181	2575	2336	1992	4177	1699	2574	4089	2586	2242	5041	2528	2590	1559	1972	2619	2118	2524	5047	3077	2091	3562	2281	2476	2040	4510	1873	1910	2314	2091	2441	3768	4228	2380	3731	2587	3725	4891	2639	2490	2597	2218	2621	2662	1828	2931	1808	2575	1855	1978	1510	4280	1632	3064	2631	2582	2621	1998	4240	2479	6963	4894	1305	1963	5922	2185	2317	2588	4294	2581	1946	4268	9366	2313	4476	2545	2627	1920	1966	2215	2252	1873	1905	2031	2585	3244	2589	2078	1945	2579	2026	2019	2580	0	1921	4951	3613	2390	1798	7171	3237	1939	2343	2118	1639	2605	1654	3033	2495	3226	2479	4219	2582	8055	3605	2591	1843	9241	1494	1421	5038	1537	2585	2578	2026
GCA_003354305	45537	1710	1269	4087	2066	5088	1636	7758	7153	1216	2254	1923	2520	1089	1566	2331	4043	1933	1985	1609	4160	1498	1929	3920	1944	1715	4910	1976	1947	1809	1898	1984	1883	1882	4790	2950	2263	3271	2142	2775	1641	4667	1711	1803	2202	2102	1392	3718	4143	2263	3655	1945	3595	4740	2495	2312	1954	1903	1977	2307	1621	2152	2149	1937	1498	1635	1158	4061	1899	2708	2371	1942	1976	1669	4021	2881	6655	5027	1865	1623	5630	2222	2036	1946	4074	1946	1600	4251	9346	1852	4319	2596	2153	1573	1803	1843	1843	1766	1813	1930	1943	3110	1946	1976	1599	1930	1730	1699	1930	1921	0	4982	3456	2315	1375	7162	3448	1589	2068	1883	1885	1964	1308	2227	2494	3210	2888	3757	1947	8074	3578	1948	1497	9206	1610	2071	4896	1518	1948	1930	1340
GCA_000183385	45395	4191	4401	3327	4838	125	4200	7251	6620	4390	4992	4101	4417	4659	4481	5450	6805	4125	3877	4845	3268	5458	4112	3168	4139	5523	5614	3726	4145	5613	4898	4182	4899	4121	5324	3282	5085	5465	3979	5296	4077	5342	5656	5682	4469	5716	4820	5003	2743	4925	2325	4129	3122	2751	3317	4814	4159	3561	4161	4369	4518	4926	5231	4125	3939	4200	4459	3264	5123	5178	3495	4131	4161	4167	3246	5547	7086	5703	5139	4204	6872	5666	5589	4136	3263	4123	4187	3354	9132	3954	3683	5459	5204	4120	5669	4322	3914	5599	5660	4650	4121	6326	4147	5773	4186	4154	4048	4075	4125	4951	4982	0	3028	4922	4443	6628	3623	4184	6040	4904	4881	4153	5239	5313	3322	5756	5547	3664	4135	7944	5987	4152	4665	9042	5012	4708	6154	4372	4131	4119	4726
GCA_016453545	29682	3230	3345	2915	3555	3077	3225	5550	5100	3190	3844	3086	3213	3269	3489	4025	4805	3092	3213	3507	2917	3842	3108	1972	3097	3971	4189	2972	3109	3940	3615	3125	3630	3075	4055	1041	3853	4113	3142	3846	3193	3968	4053	4079	3398	4064	3447	3664	2795	3589	2348	3107	523	2282	2799	3449	3123	2860	3126	3115	3461	3588	3942	3087	3021	3225	3316	2855	3624	3742	1985	3097	3126	3255	2856	3858	5431	4552	3624	3233	4901	4119	3906	3101	2868	3088	3213	2995	6658	3234	972	3721	3497	3158	4115	3447	3067	4030	4058	3600	3096	4591	3113	4235	3213	3120	3128	3150	3095	3613	3456	3028	0	3371	3412	5016	2128	3210	4309	3630	3616	3111	3804	3870	2778	4446	3864	1285	3100	5945	4317	3119	3477	6592	3468	3597	4708	3400	3098	3093	3460
GCA_009850185	45451	3584	2763	3870	2023	5026	3601	7377	7062	2811	2543	3942	3047	2475	2677	2011	4176	3947	3762	2135	3878	1505	3953	3865	3953	1976	4841	3487	3961	1862	2071	3985	2424	3892	5130	3274	2334	3480	3864	2628	3667	4095	1545	1498	3801	2509	2858	3351	4474	2627	3621	3944	3447	4445	3316	3057	3966	3381	3987	3126	2419	3571	2351	3950	2348	3600	2700	3835	1745	2662	3236	3952	3988	3515	3800	2607	6697	5431	1708	3642	6201	2174	2568	3959	3855	3953	3620	4010	9244	3313	4075	2952	2920	3504	1556	2700	3360	1434	1478	2216	3958	2941	3960	1887	3619	3946	3406	3432	3944	2390	2315	4922	3371	0	3027	7096	2734	3607	2148	2431	1699	3966	1790	3224	3664	3536	2613	3958	3953	7935	3100	3961	2324	9132	1709	3234	4976	2566	3955	3940	2425
GCA_018593515	45587	1142	701	3775	1790	4548	859	7715	7008	1078	1574	1569	1836	1199	412	2615	4595	1579	1221	1290	3912	2383	1576	3575	1604	2259	5518	1384	1594	2435	1721	1630	1597	1527	5064	2963	1800	3337	1356	2646	958	5097	2622	2658	1328	2478	1186	3734	3735	1951	3360	1590	3512	4291	1861	2675	1612	1294	1619	1671	790	2089	1976	1580	1234	858	794	3742	2630	3176	2273	1587	1619	877	3729	2948	6827	5100	2541	837	6116	2561	2323	1592	3752	1593	814	4002	9398	1175	4224	2758	2643	797	2666	1227	1260	2609	2679	1295	1584	3589	1592	2757	813	1576	1027	1015	1582	1798	1375	4443	3412	3027	0	7239	3448	810	2922	1597	2396	1611	1821	2615	1876	3201	2949	3615	1594	8091	3841	1594	1153	9252	1800	1720	4958	403	1595	1587	989
GCA_009850755	42778	6928	7223	6474	7256	6712	6987	5013	4058	7043	7526	6760	6979	7175	7245	7655	6388	6811	6904	7253	6322	7419	6769	6596	6805	7514	7581	5907	6803	7596	7251	6830	7163	6723	7124	5122	7579	7363	6938	7498	6955	7342	7592	7583	6915	7595	7348	7305	6600	7190	5884	6767	5087	6650	5864	7220	6803	5964	6840	6878	7184	7161	7646	6806	5981	6987	7168	6498	7206	6891	5247	6814	6840	6944	6482	7517	6085	7450	7211	6999	5014	7601	7611	6811	6479	6799	6986	6518	2688	6883	6822	7441	7305	6860	7575	7111	6762	7563	7602	7216	6804	6074	6814	7472	6980	6835	6874	6884	6802	7171	7162	6628	5016	7096	7239	0	6540	6976	7603	7173	7070	6806	7196	7290	5714	7374	7526	6829	6820	4538	6659	6814	7173	2322	7317	7433	6683	7075	6804	6772	7305
GCA_009850065	45356	3395	3417	2664	3213	3723	3395	7117	6567	3327	3561	3302	3055	3155	3353	3806	5421	3325	3559	3274	2512	3520	3310	1437	3341	3687	4860	3326	3338	3696	3459	3363	3163	3308	5235	2191	3625	4232	3418	3447	3214	4302	3677	3698	3799	4044	4031	3701	2788	3348	2240	3330	2189	2550	2975	3848	3342	3256	3361	3136	3157	4405	3473	3324	3130	3394	3066	2573	3246	3289	2762	3328	3362	3457	2564	3281	6734	5818	3395	3420	6181	3825	3690	3336	2601	3319	3401	2589	9153	3106	2080	4205	3754	3309	3743	3431	3065	3663	3715	3148	3335	4816	3337	3951	3400	3360	3154	3180	3322	3237	3448	3623	2128	2734	3448	6540	0	3398	4216	3170	3029	3345	3484	4454	3007	4695	3281	2503	3330	7933	4502	3340	3186	9052	2925	3709	5329	3232	3327	3320	3468
SRR12674172	45528	550	1257	3605	2478	4290	127	7764	6932	1290	2250	1013	1669	1749	1166	3203	5158	1025	546	2003	3756	2981	1020	3212	1056	2788	5591	947	1039	2863	2134	1075	2225	974	4739	2634	2433	3836	622	3392	363	5454	3232	3307	768	2920	1547	4126	3499	2675	3181	1036	3309	4090	1473	2995	1059	699	1057	1444	1531	2265	2427	1024	1541	126	1049	3572	3276	3331	1898	1032	1057	197	3559	3673	6876	5068	3150	29	6147	2957	2918	1038	3586	1038	6	3839	9392	721	3894	3217	2839	63	3318	1600	714	3254	3329	2027	1029	4209	1044	3363	5	1008	295	280	1027	1939	1589	4184	3210	3607	810	6976	3398	0	3444	2225	2802	1057	2163	3166	1331	3464	3674	3268	1039	8161	4239	1047	1881	9260	2371	1298	4955	1148	1041	1036	1687
